datetime,Global CMP22 (vent/cor) [W/m^2],Tower Dry Bulb Temp [deg C],Tower RH [%],Avg Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],image_url
20241118125200,,,,,,,
20241118125300,,,,,,,
20241118125400,,,,,,,
20241118125500,,,,,,,
20241118125600,,,,,,,
20241118125700,,,,,,,
20241118125800,,,,,,,
20241118125900,,,,,,,
20241118130000,,,,,,,
20241118130100,,,,,,,
20241118130200,,,,,,,
20241118130300,,,,,,,
20241118130400,,,,,,,
20241118130500,,,,,,,
20241118130600,,,,,,,
20241118130700,,,,,,,
20241118130800,,,,,,,
20241118130900,,,,,,,
20241118131000,,,,,,,
20241118131100,,,,,,,
20241118131200,,,,,,,
20241118131300,,,,,,,
20241118131400,,,,,,,
20241118131500,,,,,,,
20241118131600,,,,,,,
20241118131700,,,,,,,
20241118131800,,,,,,,
20241118131900,,,,,,,
20241118132000,,,,,,,
20241118132100,,,,,,,
20241118132200,,,,,,,
20241118132300,,,,,,,
20241118132400,,,,,,,
20241118132500,,,,,,,
20241118132600,,,,,,,
20241118132700,,,,,,,
20241118132800,,,,,,,
20241118132900,,,,,,,
20241118133000,,,,,,,
20241118133100,,,,,,,
20241118133200,,,,,,,
20241118133300,,,,,,,
20241118133400,,,,,,,
20241118133500,,,,,,,
20241118133600,,,,,,,
20241118133700,,,,,,,
20241118133800,,,,,,,
20241118133900,,,,,,,
20241118134000,,,,,,,
20241118134100,,,,,,,
20241118134200,,,,,,,
20241118134300,,,,,,,
20241118134400,,,,,,,
20241118134500,,,,,,,
20241118134600,,,,,,,
20241118134700,,,,,,,
20241118134800,,,,,,,
20241118134900,,,,,,,
20241118135000,,,,,,,
20241118135100,,,,,,,
20241118135200,,,,,,,
20241118135300,,,,,,,
20241118135400,,,,,,,
20241118135500,,,,,,,
20241118135600,,,,,,,
20241118135700,,,,,,,
20241118135800,,,,,,,
20241118135900,,,,,,,
20241118140000,,,,,,,
20241118140100,,,,,,,
20241118140200,,,,,,,
20241118140300,,,,,,,
20241118140400,,,,,,,
20241118140500,,,,,,,
20241118140600,,,,,,,
20241118140700,,,,,,,
20241118140800,,,,,,,
20241118140900,,,,,,,
20241118141000,,,,,,,
20241118141100,,,,,,,
20241118141200,,,,,,,
20241118141300,,,,,,,
20241118141400,,,,,,,
20241118141500,,,,,,,
20241118141600,,,,,,,
20241118141700,,,,,,,
20241118141800,,,,,,,
20241118141900,,,,,,,
20241118142000,,,,,,,
20241118142100,,,,,,,
20241118142200,,,,,,,
20241118142300,,,,,,,
20241118142400,,,,,,,
20241118142500,,,,,,,
20241118142600,,,,,,,
20241118142700,,,,,,,
20241118142800,,,,,,,
20241118142900,,,,,,,
20241118143000,,,,,,,
20241118143100,,,,,,,
20241118143200,,,,,,,
20241118143300,,,,,,,
20241118143400,,,,,,,
20241118143500,,,,,,,
20241118143600,,,,,,,
20241118143700,,,,,,,
20241118143800,,,,,,,
20241118143900,,,,,,,
20241118144000,,,,,,,
20241118144100,,,,,,,
20241118144200,,,,,,,
20241118144300,,,,,,,
20241118144400,,,,,,,
20241118144500,,,,,,,
20241118144600,,,,,,,
20241118144700,,,,,,,
20241118144800,,,,,,,
20241118144900,,,,,,,
20241118145000,,,,,,,
20241118145100,,,,,,,
20241118145200,,,,,,,
20241118145300,,,,,,,
20241118145400,,,,,,,
20241118145500,,,,,,,
20241118145600,,,,,,,
20241118145700,,,,,,,
20241118145800,,,,,,,
20241118145900,,,,,,,
20241118150000,,,,,,,
20241118150100,,,,,,,
20241118150200,,,,,,,
20241118150300,,,,,,,
20241118150400,,,,,,,
20241118150500,,,,,,,
20241118150600,,,,,,,
20241118150700,,,,,,,
20241118150800,,,,,,,
20241118150900,,,,,,,
20241118151000,,,,,,,
20241118151100,,,,,,,
20241118151200,,,,,,,
20241118151300,,,,,,,
20241118151400,,,,,,,
20241118151500,,,,,,,
20241118151600,,,,,,,
20241118151700,,,,,,,
20241118151800,,,,,,,
20241118151900,,,,,,,
20241118152000,,,,,,,
20241118152100,,,,,,,
20241118152200,,,,,,,
20241118152300,,,,,,,
20241118152400,,,,,,,
20241118152500,,,,,,,
20241118152600,,,,,,,
20241118152700,,,,,,,
20241118152800,,,,,,,
20241118152900,,,,,,,
20241118153000,,,,,,,
20241118153100,,,,,,,
20241118153200,,,,,,,
20241118153300,,,,,,,
20241118153400,,,,,,,
20241118153500,,,,,,,
20241118153600,,,,,,,
20241118153700,,,,,,,
20241118153800,,,,,,,
20241118153900,,,,,,,
20241118154000,,,,,,,
20241118154100,,,,,,,
20241118154200,,,,,,,
20241118154300,,,,,,,
20241118154400,,,,,,,
20241118154500,,,,,,,
20241118154600,,,,,,,
20241118154700,,,,,,,
20241118154800,,,,,,,
20241118154900,,,,,,,
20241118155000,,,,,,,
20241118155100,,,,,,,
20241118155200,,,,,,,
20241118155300,,,,,,,
20241118155400,,,,,,,
20241118155500,,,,,,,
20241118155600,,,,,,,
20241118155700,,,,,,,
20241118155800,,,,,,,
20241118155900,,,,,,,
20241118160000,,,,,,,
20241118160100,,,,,,,
20241118160200,,,,,,,
20241118160300,,,,,,,
20241118160400,,,,,,,
20241118160500,,,,,,,
20241118160600,,,,,,,
20241118160700,,,,,,,
20241118160800,,,,,,,
20241118160900,,,,,,,
20241118161000,,,,,,,
20241118161100,,,,,,,
20241118161200,,,,,,,
20241118161300,,,,,,,
20241118161400,,,,,,,
20241118161500,,,,,,,
20241118161600,,,,,,,
20241118161700,,,,,,,
20241118161800,,,,,,,
20241118161900,,,,,,,
20241118162000,,,,,,,
20241118162100,,,,,,,
20241118162200,,,,,,,
20241118162300,,,,,,,
20241118162400,,,,,,,
20241118162500,,,,,,,
20241118162600,,,,,,,
20241118162700,,,,,,,
20241118162800,,,,,,,
20241118162900,,,,,,,
20241118163000,,,,,,,
20241118163100,,,,,,,
20241118163200,,,,,,,
20241118163300,,,,,,,
20241118163400,,,,,,,
20241118163500,,,,,,,
20241118163600,,,,,,,
20241118163700,,,,,,,
20241118163800,,,,,,,
20241118163900,,,,,,,
20241118164000,,,,,,,
